customer_id,age,employment_type,state,city,credit_score,income
1241,43,Salaried,West Bengal,Siliguri,596,249325
1242,33,Salaried,Gujarat,Surat,734,1691203
1243,29,Salaried,West Bengal,Siliguri,641,687917
1244,48,Salaried,Tamil Nadu,Madurai,571,563374
1245,41,Salaried,Gujarat,Ahmedabad,747,693400
1246,38,Salaried,Delhi,New Delhi,584,495367
1247,43,Salaried,Delhi,New Delhi,690,759815
1248,45,Self-Employed,Karnataka,Mangaluru,600,1726047
1249,39,Self-Employed,Delhi,Dwarka,612,308347
1250,21,Self-Employed,Maharashtra,Pune,558,1373019
1251,31,Salaried,West Bengal,Howrah,674,332321
1252,32,Self-Employed,Karnataka,Bengaluru,661,560065
1253,28,Salaried,West Bengal,Howrah,645,1289809
1254,38,Salaried,Telangana,Hyderabad,700,883938
1255,46,Self-Employed,Telangana,Hyderabad,703,972787
1256,32,Self-Employed,Tamil Nadu,Chennai,650,226887
1257,27,Self-Employed,Telangana,Nizamabad,650,1030823
1258,52,Salaried,Uttar Pradesh,Lucknow,562,301331
1259,32,Salaried,Karnataka,Bengaluru,613,467269
1260,26,Self-Employed,Maharashtra,Nagpur,606,966261
1261,38,Salaried,West Bengal,Kolkata,669,325677
1262,39,Salaried,Uttar Pradesh,Noida,727,1210509
1263,30,Salaried,Gujarat,Vadodara,727,417894
1264,42,Self-Employed,Maharashtra,Pune,602,199425
1265,32,Salaried,West Bengal,Howrah,576,180886
1266,29,Self-Employed,Maharashtra,Pune,629,208453
1267,37,Self-Employed,West Bengal,Howrah,785,180121
1268,42,Salaried,Tamil Nadu,Chennai,696,284060
1269,31,Salaried,Telangana,Hyderabad,782,330175
1270,39,Self-Employed,Tamil Nadu,Madurai,695,1400930
1271,35,Salaried,Tamil Nadu,Chennai,639,1133708
1272,59,Salaried,West Bengal,Howrah,668,1328571
1273,30,Salaried,Gujarat,Vadodara,717,194627
1274,47,Salaried,Gujarat,Vadodara,662,462873
1275,36,Salaried,Delhi,Rohini,626,312190
1276,35,Salaried,Tamil Nadu,Chennai,600,500171
1277,42,Self-Employed,West Bengal,Kolkata,622,746950
1278,43,Salaried,Delhi,New Delhi,641,299822
1279,46,Salaried,Uttar Pradesh,Kanpur,573,607984
1280,39,Salaried,Tamil Nadu,Coimbatore,662,184122
1281,31,Salaried,Uttar Pradesh,Lucknow,620,286724
1282,32,Salaried,West Bengal,Kolkata,555,926713
1283,40,Salaried,West Bengal,Siliguri,629,448511
1284,41,Self-Employed,Tamil Nadu,Chennai,664,639917
1285,47,Salaried,West Bengal,Siliguri,670,943507
1286,39,Salaried,Telangana,Nizamabad,714,860743
1287,44,Self-Employed,Gujarat,Vadodara,638,1229071
1288,48,Salaried,Uttar Pradesh,Noida,667,443688
1289,37,Salaried,Karnataka,Mysuru,586,1659378
1290,24,Self-Employed,Karnataka,Mangaluru,611,394092
1291,27,Salaried,Telangana,Hyderabad,648,717660
1292,24,Salaried,Tamil Nadu,Chennai,691,539707
1293,49,Salaried,Tamil Nadu,Chennai,789,1691742
1294,29,Self-Employed,Gujarat,Ahmedabad,636,270337
1295,46,Self-Employed,Maharashtra,Mumbai,671,1162687
1296,41,Salaried,Delhi,Dwarka,635,245094
1297,50,Self-Employed,Uttar Pradesh,Noida,632,188174
1298,44,Salaried,Telangana,Warangal,591,824509
1299,35,Salaried,Uttar Pradesh,Lucknow,676,561738
1300,34,Self-Employed,Tamil Nadu,Coimbatore,648,575120
1301,37,Self-Employed,Uttar Pradesh,Lucknow,719,193306
1302,37,Salaried,Gujarat,Vadodara,657,262106
1303,32,Salaried,Tamil Nadu,Madurai,676,362753
1304,36,Salaried,Uttar Pradesh,Noida,707,825073
1305,49,Salaried,Maharashtra,Pune,622,455270
1306,22,Salaried,Uttar Pradesh,Noida,683,270743
1307,38,Salaried,Tamil Nadu,Madurai,700,1352735
1308,29,Salaried,Tamil Nadu,Madurai,613,265795
1309,37,Salaried,Maharashtra,Mumbai,681,888388
1310,43,Self-Employed,West Bengal,Howrah,593,522501
1311,36,Salaried,West Bengal,Kolkata,691,532213
1312,42,Self-Employed,Uttar Pradesh,Lucknow,564,933369
1313,23,Self-Employed,Delhi,Dwarka,629,415692
1314,45,Salaried,Telangana,Nizamabad,574,1713984
1315,31,Salaried,Tamil Nadu,Chennai,660,981656
1316,41,Salaried,Karnataka,Mangaluru,650,270927
1317,37,Salaried,Maharashtra,Mumbai,630,531733
1318,21,Salaried,Uttar Pradesh,Noida,565,830166
1319,30,Salaried,Maharashtra,Pune,745,187835
1320,38,Self-Employed,Karnataka,Mysuru,677,665892
1321,48,Salaried,Delhi,Rohini,637,1799666
1322,38,Self-Employed,Tamil Nadu,Chennai,661,629159
1323,38,Self-Employed,Uttar Pradesh,Kanpur,676,246722
1324,25,Salaried,Karnataka,Bengaluru,760,339124
1325,47,Salaried,Karnataka,Bengaluru,767,353155
1326,50,Salaried,Telangana,Hyderabad,619,309342
1327,36,Salaried,Telangana,Warangal,635,1656066
1328,34,Salaried,Gujarat,Surat,700,812546
1329,23,Salaried,Maharashtra,Nagpur,629,187962
1330,43,Salaried,Telangana,Warangal,695,282079
1331,58,Self-Employed,Uttar Pradesh,Noida,613,277121
1332,42,Salaried,Telangana,Hyderabad,699,922311
1333,46,Salaried,Tamil Nadu,Coimbatore,673,242026
1334,40,Salaried,Tamil Nadu,Chennai,667,538097
1335,28,Self-Employed,Karnataka,Mysuru,693,423009
1336,47,Salaried,Telangana,Hyderabad,622,900993
1337,26,Salaried,Karnataka,Bengaluru,646,524797
1338,34,Salaried,Uttar Pradesh,Lucknow,642,1541782
1339,38,Salaried,Karnataka,Mysuru,647,808128
1340,43,Salaried,Tamil Nadu,Coimbatore,680,831019
1341,39,Salaried,Gujarat,Vadodara,741,285838
1342,39,Salaried,Maharashtra,Nagpur,673,1593939
1343,30,Self-Employed,Uttar Pradesh,Lucknow,636,520058
1344,26,Self-Employed,Tamil Nadu,Chennai,693,452266
1345,36,Self-Employed,Gujarat,Vadodara,634,242106
1346,30,Self-Employed,Delhi,Rohini,606,1423045
1347,26,Self-Employed,Gujarat,Vadodara,651,564083
1348,26,Self-Employed,Uttar Pradesh,Noida,589,920176
1349,32,Salaried,Tamil Nadu,Chennai,630,317052
1350,21,Self-Employed,Maharashtra,Pune,650,293747
1351,25,Salaried,Uttar Pradesh,Kanpur,644,615032
1352,23,Salaried,Karnataka,Mangaluru,682,486512
1353,37,Salaried,Delhi,New Delhi,630,949512
1354,39,Self-Employed,Uttar Pradesh,Kanpur,669,311515
1355,52,Salaried,Uttar Pradesh,Lucknow,716,1539918
1356,24,Salaried,Maharashtra,Pune,700,209024
1357,31,Salaried,Delhi,Dwarka,637,1298911
1358,43,Salaried,Delhi,Dwarka,622,520339
1359,34,Salaried,Maharashtra,Nagpur,776,838090
1360,33,Salaried,Telangana,Warangal,555,892614
1361,50,Salaried,Delhi,Dwarka,632,1053519
1362,33,Salaried,Tamil Nadu,Chennai,608,336101
1363,27,Salaried,West Bengal,Siliguri,577,319826
1364,25,Salaried,Gujarat,Vadodara,654,610500
1365,39,Self-Employed,Telangana,Hyderabad,602,458608
1366,38,Self-Employed,Tamil Nadu,Coimbatore,635,759125
1367,25,Salaried,Karnataka,Bengaluru,618,212874
1368,28,Salaried,Maharashtra,Pune,678,1587135
1369,40,Salaried,Telangana,Nizamabad,575,1265224
1370,41,Salaried,Maharashtra,Pune,649,281027
1371,31,Self-Employed,Karnataka,Mangaluru,613,268030
1372,41,Salaried,Uttar Pradesh,Noida,611,309764
1373,41,Salaried,Uttar Pradesh,Kanpur,690,185795
1374,22,Salaried,Tamil Nadu,Madurai,731,571563
1375,34,Salaried,Tamil Nadu,Madurai,683,285622
1376,39,Salaried,Tamil Nadu,Chennai,717,490535
1377,31,Salaried,Karnataka,Mangaluru,779,829209
1378,21,Self-Employed,Karnataka,Mangaluru,667,844710
1379,34,Salaried,Telangana,Hyderabad,685,240720
1380,42,Salaried,Tamil Nadu,Coimbatore,586,843421
1381,49,Self-Employed,Gujarat,Ahmedabad,690,214085
1382,21,Salaried,Telangana,Nizamabad,697,539829
1383,57,Salaried,Gujarat,Surat,587,737371
1384,27,Self-Employed,Maharashtra,Pune,654,282245
1385,44,Salaried,Gujarat,Ahmedabad,660,479408
1386,46,Salaried,Tamil Nadu,Madurai,798,218724
1387,44,Salaried,Telangana,Nizamabad,550,898010
1388,37,Self-Employed,Gujarat,Ahmedabad,585,325822
1389,27,Salaried,Telangana,Hyderabad,800,247634
1390,41,Salaried,Delhi,Dwarka,611,311066
1391,30,Salaried,Maharashtra,Pune,645,432650
1392,21,Self-Employed,Uttar Pradesh,Lucknow,722,924151
1393,59,Salaried,Telangana,Warangal,671,706659
1394,42,Salaried,Maharashtra,Mumbai,573,482902
1395,51,Salaried,Gujarat,Surat,622,605576
1396,29,Salaried,Gujarat,Surat,799,1127700
1397,48,Salaried,Gujarat,Ahmedabad,554,479261
1398,49,Self-Employed,Telangana,Hyderabad,726,910650
1399,48,Self-Employed,West Bengal,Kolkata,638,330783
1400,36,Self-Employed,Karnataka,Bengaluru,656,541654
1401,26,Self-Employed,Gujarat,Ahmedabad,644,279966
1402,35,Salaried,Telangana,Warangal,607,916040
1403,21,Salaried,Karnataka,Mangaluru,576,1706617
1404,22,Self-Employed,West Bengal,Kolkata,662,721392
1405,37,Salaried,Delhi,Dwarka,767,373642
1406,28,Self-Employed,Uttar Pradesh,Noida,725,205540
1407,35,Salaried,Delhi,Rohini,680,472295
1408,35,Salaried,Delhi,Dwarka,773,303921
1409,51,Self-Employed,Delhi,New Delhi,697,552532
1410,46,Salaried,Gujarat,Vadodara,650,195219
1411,36,Salaried,Uttar Pradesh,Lucknow,755,817394
1412,46,Self-Employed,Maharashtra,Nagpur,691,301777
1413,30,Self-Employed,Maharashtra,Nagpur,762,1026239
1414,33,Salaried,Maharashtra,Pune,705,306177
1415,43,Self-Employed,Maharashtra,Nagpur,603,431488
1416,26,Salaried,Delhi,New Delhi,598,193155
1417,34,Self-Employed,Telangana,Warangal,690,492581
1418,25,Salaried,Maharashtra,Nagpur,558,958186
1419,37,Self-Employed,Karnataka,Mysuru,650,343168
1420,49,Self-Employed,Uttar Pradesh,Noida,681,550069
1421,30,Salaried,Tamil Nadu,Chennai,787,975495
1422,38,Salaried,Maharashtra,Nagpur,571,966925
1423,29,Self-Employed,Gujarat,Surat,683,358301
1424,27,Salaried,Maharashtra,Mumbai,658,260563
1425,26,Salaried,Maharashtra,Nagpur,645,912388
1426,48,Salaried,Delhi,Dwarka,659,892230
1427,55,Salaried,Telangana,Hyderabad,734,503533
1428,40,Salaried,Telangana,Nizamabad,759,243703
1429,30,Self-Employed,Karnataka,Mangaluru,580,1016539
1430,42,Self-Employed,Gujarat,Ahmedabad,563,420784
1431,33,Self-Employed,Gujarat,Vadodara,559,269872
1432,42,Salaried,Gujarat,Ahmedabad,569,250808
1433,38,Salaried,West Bengal,Howrah,601,347424
1434,38,Salaried,Karnataka,Mysuru,638,1333443
1435,41,Salaried,Maharashtra,Pune,678,705075
1436,31,Salaried,Tamil Nadu,Chennai,647,288100
1437,33,Salaried,Delhi,Dwarka,662,747839
1438,22,Self-Employed,Delhi,Rohini,629,938004
1439,32,Self-Employed,Tamil Nadu,Madurai,571,311058
1440,25,Salaried,Tamil Nadu,Coimbatore,642,270537
1441,35,Salaried,Uttar Pradesh,Noida,681,282759
1442,28,Salaried,Delhi,New Delhi,652,271324
1443,37,Salaried,Telangana,Warangal,646,432720
1444,40,Self-Employed,West Bengal,Howrah,647,567901
1445,25,Self-Employed,Uttar Pradesh,Noida,634,1368535
1446,29,Salaried,Maharashtra,Nagpur,629,227471
1447,28,Self-Employed,West Bengal,Kolkata,639,248189
1448,42,Salaried,Delhi,Dwarka,597,201811
1449,50,Salaried,Uttar Pradesh,Noida,684,607766
1450,43,Salaried,Maharashtra,Pune,628,519137
1451,33,Self-Employed,Delhi,Dwarka,570,562470
1452,48,Salaried,West Bengal,Kolkata,764,250089
1453,24,Self-Employed,Uttar Pradesh,Noida,644,214768
1454,48,Salaried,Gujarat,Surat,627,272645
1455,31,Salaried,Tamil Nadu,Coimbatore,754,316409
1456,21,Salaried,West Bengal,Howrah,650,223920
1457,57,Salaried,Karnataka,Mysuru,763,491461
1458,49,Salaried,West Bengal,Howrah,764,639963
1459,28,Salaried,Gujarat,Vadodara,667,346014
1460,37,Salaried,Gujarat,Ahmedabad,694,577947
1461,34,Salaried,Delhi,Rohini,586,951765
1462,37,Salaried,Gujarat,Vadodara,619,972398
1463,24,Self-Employed,Karnataka,Mysuru,689,181216
1464,31,Salaried,Karnataka,Mangaluru,798,592868
1465,40,Salaried,Delhi,New Delhi,660,1091166
1466,38,Salaried,Tamil Nadu,Chennai,555,255009
1467,46,Self-Employed,Uttar Pradesh,Lucknow,619,296359
1468,37,Salaried,Uttar Pradesh,Noida,632,815030
1469,55,Salaried,Telangana,Hyderabad,679,739412
1470,30,Self-Employed,Uttar Pradesh,Noida,659,980267
1471,38,Salaried,West Bengal,Kolkata,776,489769
1472,21,Self-Employed,Karnataka,Mysuru,632,1610691
1473,26,Salaried,Maharashtra,Mumbai,790,549737
1474,47,Salaried,Uttar Pradesh,Lucknow,666,638464
1475,28,Salaried,Gujarat,Vadodara,641,451968
1476,40,Salaried,Delhi,Rohini,597,520102
1477,36,Salaried,Telangana,Warangal,574,1030219
1478,28,Salaried,Tamil Nadu,Madurai,679,301104
1479,33,Salaried,West Bengal,Siliguri,743,224058
1480,32,Salaried,Tamil Nadu,Chennai,678,969226
1481,32,Salaried,Delhi,New Delhi,632,1024588
1482,42,Salaried,Telangana,Hyderabad,666,1134080
1483,41,Self-Employed,Uttar Pradesh,Kanpur,663,1277926
1484,31,Self-Employed,Telangana,Warangal,659,580740
1485,29,Salaried,Gujarat,Ahmedabad,565,726522
1486,38,Salaried,Karnataka,Mangaluru,603,1656785
1487,35,Self-Employed,West Bengal,Howrah,587,446092
1488,44,Salaried,Telangana,Nizamabad,669,613252
1489,57,Self-Employed,Tamil Nadu,Madurai,637,271567
1490,43,Self-Employed,Karnataka,Mysuru,550,242885
1491,36,Salaried,Uttar Pradesh,Noida,651,354728
1492,35,Salaried,Uttar Pradesh,Kanpur,583,369802
1493,29,Salaried,Delhi,Dwarka,560,452693
1494,29,Salaried,Maharashtra,Mumbai,681,985728
1495,28,Salaried,Karnataka,Bengaluru,562,351521
1496,33,Self-Employed,West Bengal,Kolkata,589,995264
1497,33,Salaried,West Bengal,Howrah,751,199677
1498,42,Salaried,Tamil Nadu,Madurai,550,313437
1499,33,Self-Employed,Telangana,Nizamabad,741,1185854
1500,34,Self-Employed,Telangana,Nizamabad,583,524742
1501,26,Salaried,Tamil Nadu,Chennai,662,236325
1502,49,Self-Employed,Karnataka,Bengaluru,565,218526
1503,40,Self-Employed,Gujarat,Vadodara,682,1199556
1504,50,Salaried,Gujarat,Surat,648,554383
1505,42,Salaried,Uttar Pradesh,Lucknow,664,211221
1506,48,Salaried,Gujarat,Vadodara,716,405184
1507,34,Salaried,Karnataka,Mysuru,784,579055
1508,42,Salaried,Telangana,Nizamabad,621,294860
1509,58,Salaried,Telangana,Hyderabad,755,251849
1510,26,Salaried,Delhi,Dwarka,754,1338983
1511,45,Salaried,Gujarat,Vadodara,631,460164
1512,50,Salaried,Gujarat,Surat,650,208494
1513,39,Salaried,Maharashtra,Mumbai,628,237962
1514,42,Salaried,Tamil Nadu,Coimbatore,684,1154681
1515,46,Salaried,Telangana,Warangal,786,866501
1516,31,Self-Employed,Uttar Pradesh,Lucknow,613,1628642
1517,39,Salaried,Telangana,Nizamabad,769,235582
1518,29,Salaried,Uttar Pradesh,Noida,690,414272
1519,30,Salaried,Karnataka,Mysuru,575,287309
1520,31,Self-Employed,Delhi,Dwarka,604,356699
1521,35,Salaried,Uttar Pradesh,Kanpur,625,276160
1522,37,Salaried,Maharashtra,Mumbai,577,259438
1523,40,Self-Employed,Delhi,New Delhi,753,1730159
1524,24,Salaried,Gujarat,Vadodara,654,292860
1525,52,Salaried,West Bengal,Howrah,727,859965
1526,45,Salaried,Gujarat,Surat,664,857046
1527,42,Salaried,West Bengal,Howrah,688,1742714
1528,33,Self-Employed,Telangana,Hyderabad,699,1523121
1529,35,Salaried,Tamil Nadu,Coimbatore,577,735405
1530,40,Salaried,Maharashtra,Nagpur,610,294083
1531,39,Salaried,Uttar Pradesh,Kanpur,633,530836
1532,22,Salaried,Tamil Nadu,Madurai,596,510962
1533,42,Self-Employed,Karnataka,Bengaluru,553,947744
1534,60,Salaried,Maharashtra,Nagpur,654,1375598
1535,21,Salaried,Maharashtra,Pune,555,217894
1536,44,Self-Employed,Telangana,Warangal,642,337479
1537,39,Salaried,Maharashtra,Pune,580,1632380
1538,35,Salaried,Tamil Nadu,Madurai,591,761592
1539,47,Salaried,West Bengal,Howrah,640,256504
1540,26,Salaried,Telangana,Nizamabad,608,249580
1541,37,Salaried,Gujarat,Ahmedabad,750,1240369
1542,48,Salaried,Gujarat,Vadodara,728,999794
1543,34,Self-Employed,Uttar Pradesh,Lucknow,625,701059
1544,33,Salaried,Gujarat,Surat,775,605237
1545,37,Salaried,Delhi,Rohini,665,329314
1546,32,Self-Employed,Uttar Pradesh,Kanpur,730,528018
1547,49,Salaried,Telangana,Warangal,665,781316
1548,29,Salaried,West Bengal,Siliguri,622,272652
1549,43,Salaried,Telangana,Hyderabad,682,952472
1550,26,Self-Employed,Karnataka,Mangaluru,640,593431
1551,42,Self-Employed,Telangana,Hyderabad,661,386287
1552,35,Salaried,Karnataka,Bengaluru,716,621409
1553,21,Self-Employed,Uttar Pradesh,Lucknow,685,1019859
1554,36,Salaried,Telangana,Warangal,755,288693
1555,27,Self-Employed,Telangana,Warangal,693,396236
1556,32,Self-Employed,Gujarat,Ahmedabad,789,422843
1557,49,Salaried,West Bengal,Kolkata,580,973897
1558,27,Salaried,Gujarat,Vadodara,677,645357
1559,27,Salaried,Delhi,Rohini,658,984268
1560,48,Salaried,Tamil Nadu,Chennai,603,945286
1561,37,Salaried,Delhi,Dwarka,759,204512
1562,49,Self-Employed,Gujarat,Vadodara,552,476409
1563,39,Self-Employed,Tamil Nadu,Chennai,591,716629
1564,29,Self-Employed,Gujarat,Surat,616,1798521
1565,35,Salaried,West Bengal,Kolkata,671,251602
1566,46,Salaried,Gujarat,Vadodara,674,718969
1567,44,Self-Employed,Karnataka,Bengaluru,642,212893
1568,36,Salaried,West Bengal,Siliguri,696,458369
1569,36,Salaried,Tamil Nadu,Madurai,637,1128339
1570,35,Salaried,Tamil Nadu,Chennai,659,251424
1571,31,Salaried,Delhi,Rohini,675,525186
1572,52,Salaried,Tamil Nadu,Chennai,632,868023
1573,36,Salaried,Gujarat,Ahmedabad,607,586700
1574,27,Self-Employed,Tamil Nadu,Chennai,658,516691
1575,32,Self-Employed,Tamil Nadu,Madurai,573,977280
1576,42,Salaried,Tamil Nadu,Coimbatore,609,683970
1577,41,Salaried,Tamil Nadu,Chennai,768,415446
1578,35,Salaried,West Bengal,Howrah,669,315403
1579,31,Salaried,Uttar Pradesh,Kanpur,777,183751
1580,36,Self-Employed,Tamil Nadu,Madurai,633,785656
1581,22,Self-Employed,Delhi,Rohini,563,819737
1582,25,Salaried,Maharashtra,Nagpur,627,465995
1583,43,Salaried,Gujarat,Ahmedabad,632,270034
1584,32,Salaried,Delhi,Dwarka,566,934814
1585,39,Self-Employed,Gujarat,Vadodara,648,353524
1586,46,Salaried,Maharashtra,Nagpur,772,432084
1587,41,Salaried,Uttar Pradesh,Lucknow,627,239977
1588,36,Salaried,West Bengal,Siliguri,693,220222
1589,54,Salaried,Karnataka,Mysuru,651,848100
1590,41,Salaried,Gujarat,Vadodara,669,974389
1591,33,Salaried,Delhi,New Delhi,552,268654
1592,42,Salaried,Tamil Nadu,Chennai,674,837811
1593,39,Salaried,West Bengal,Howrah,782,607861
1594,29,Salaried,Delhi,Rohini,565,280135
1595,37,Self-Employed,Uttar Pradesh,Lucknow,669,1006900
1596,35,Salaried,West Bengal,Siliguri,604,278747
1597,21,Salaried,Karnataka,Bengaluru,678,223137
1598,35,Salaried,Telangana,Warangal,659,737210
1599,34,Salaried,Tamil Nadu,Madurai,601,268064
1600,32,Salaried,Delhi,Dwarka,659,882266
1601,22,Salaried,Tamil Nadu,Coimbatore,642,631019
1602,33,Salaried,Uttar Pradesh,Kanpur,663,446707
1603,36,Salaried,Gujarat,Ahmedabad,693,367974
1604,37,Salaried,Delhi,Dwarka,613,934949
1605,27,Self-Employed,Karnataka,Mangaluru,662,917042
1606,41,Salaried,Uttar Pradesh,Lucknow,791,282375
1607,26,Self-Employed,Gujarat,Surat,735,481089
1608,34,Salaried,Maharashtra,Nagpur,602,1038033
1609,47,Self-Employed,Telangana,Warangal,644,232784
1610,30,Salaried,Telangana,Hyderabad,650,860766
1611,32,Salaried,Delhi,Rohini,769,274110
1612,45,Self-Employed,Tamil Nadu,Coimbatore,684,511848
1613,33,Salaried,Maharashtra,Mumbai,601,830544
1614,34,Salaried,West Bengal,Kolkata,671,865068
1615,38,Salaried,Gujarat,Ahmedabad,658,1518682
1616,45,Salaried,Uttar Pradesh,Noida,703,756137
1617,21,Salaried,Uttar Pradesh,Noida,578,214437
1618,29,Salaried,Karnataka,Mangaluru,791,274141
1619,28,Salaried,Gujarat,Ahmedabad,613,749634
1620,27,Salaried,Uttar Pradesh,Lucknow,627,283903
1621,29,Salaried,Karnataka,Bengaluru,650,463907
1622,29,Self-Employed,West Bengal,Siliguri,750,1499253
1623,38,Self-Employed,Tamil Nadu,Chennai,620,353002
1624,29,Salaried,Karnataka,Mangaluru,551,577177
1625,37,Self-Employed,Gujarat,Ahmedabad,711,937258
1626,39,Salaried,Tamil Nadu,Chennai,685,1438836
1627,30,Salaried,Delhi,New Delhi,584,491671
1628,37,Salaried,Uttar Pradesh,Lucknow,743,667445
1629,49,Salaried,Karnataka,Bengaluru,606,262280
1630,39,Salaried,Gujarat,Ahmedabad,754,569022
1631,31,Salaried,Delhi,Rohini,606,503015
1632,35,Self-Employed,Gujarat,Vadodara,653,245915
1633,28,Salaried,Telangana,Nizamabad,594,845894
1634,38,Salaried,Uttar Pradesh,Kanpur,651,398039
1635,43,Salaried,Maharashtra,Nagpur,608,226322
1636,29,Salaried,West Bengal,Siliguri,694,1047351
1637,34,Self-Employed,Telangana,Nizamabad,716,393632
1638,45,Salaried,Delhi,Rohini,633,508639
1639,32,Salaried,Tamil Nadu,Chennai,712,413308
1640,38,Self-Employed,Gujarat,Vadodara,646,1037081
1641,28,Self-Employed,West Bengal,Siliguri,550,676474
1642,29,Salaried,Gujarat,Surat,651,278013
1643,32,Salaried,Uttar Pradesh,Kanpur,606,776249
1644,53,Self-Employed,Maharashtra,Pune,701,358353
1645,33,Salaried,Uttar Pradesh,Noida,781,223638
1646,32,Salaried,Tamil Nadu,Coimbatore,629,1389372
1647,31,Salaried,Gujarat,Vadodara,570,208190
1648,35,Salaried,Maharashtra,Mumbai,605,239083
1649,41,Salaried,Maharashtra,Pune,656,725334
1650,38,Salaried,Gujarat,Ahmedabad,772,769705
1651,52,Salaried,Gujarat,Surat,655,320828
1652,38,Salaried,Uttar Pradesh,Noida,621,378236
1653,48,Salaried,Gujarat,Surat,670,409967
1654,38,Salaried,Gujarat,Vadodara,627,842194
1655,41,Salaried,Telangana,Hyderabad,628,236193
1656,24,Self-Employed,Telangana,Warangal,561,300556
1657,35,Self-Employed,Telangana,Warangal,684,595780
1658,35,Self-Employed,Tamil Nadu,Madurai,692,743769
1659,34,Self-Employed,Maharashtra,Mumbai,624,678168
1660,21,Self-Employed,West Bengal,Howrah,606,413086
1661,43,Salaried,Karnataka,Mysuru,681,899037
1662,33,Salaried,Karnataka,Mangaluru,696,753750
1663,32,Self-Employed,West Bengal,Howrah,632,215742
1664,34,Self-Employed,Gujarat,Surat,595,827876
1665,34,Salaried,Tamil Nadu,Coimbatore,615,422314
1666,39,Salaried,Maharashtra,Mumbai,619,483472
1667,26,Salaried,Delhi,New Delhi,744,586644
1668,29,Salaried,Gujarat,Vadodara,688,252603
1669,38,Self-Employed,Maharashtra,Mumbai,672,578222
1670,37,Self-Employed,Karnataka,Bengaluru,652,551530
1671,33,Salaried,Telangana,Nizamabad,605,800454
1672,31,Salaried,West Bengal,Siliguri,671,247042
1673,29,Self-Employed,Karnataka,Mysuru,617,196688
1674,36,Self-Employed,Delhi,New Delhi,720,274497
1675,45,Self-Employed,Gujarat,Surat,767,251048
1676,28,Self-Employed,Tamil Nadu,Coimbatore,730,955819
1677,48,Self-Employed,Tamil Nadu,Chennai,722,462846
1678,43,Salaried,West Bengal,Siliguri,623,417336
1679,32,Salaried,Delhi,Dwarka,614,1687520
1680,42,Self-Employed,Delhi,Dwarka,610,1581920
1681,24,Self-Employed,Tamil Nadu,Coimbatore,612,266808
1682,22,Salaried,Gujarat,Surat,591,669373
1683,26,Salaried,Karnataka,Mangaluru,744,263645
1684,33,Salaried,Uttar Pradesh,Noida,631,1205473
1685,33,Salaried,West Bengal,Siliguri,680,715151
1686,32,Self-Employed,Telangana,Warangal,650,190492
1687,37,Self-Employed,West Bengal,Kolkata,571,326410
1688,21,Salaried,Gujarat,Vadodara,633,265548
1689,40,Salaried,Gujarat,Vadodara,607,309084
1690,25,Self-Employed,Uttar Pradesh,Kanpur,676,1657779
1691,31,Salaried,Uttar Pradesh,Lucknow,657,716514
1692,33,Salaried,Karnataka,Mangaluru,614,974447
1693,27,Self-Employed,Telangana,Warangal,588,932656
1694,25,Salaried,Karnataka,Mangaluru,658,1304741
1695,28,Self-Employed,West Bengal,Howrah,749,244649
1696,36,Salaried,Uttar Pradesh,Kanpur,654,593508
1697,41,Salaried,West Bengal,Kolkata,681,291902
1698,41,Salaried,Tamil Nadu,Madurai,666,296197
1699,28,Salaried,Uttar Pradesh,Noida,781,1262686
1700,30,Salaried,Delhi,Rohini,570,361414
1701,29,Salaried,Maharashtra,Pune,587,299891
1702,40,Self-Employed,Gujarat,Ahmedabad,785,1495639
1703,21,Salaried,Delhi,Rohini,636,1354397
1704,46,Salaried,Gujarat,Vadodara,588,354710
1705,32,Salaried,Gujarat,Surat,618,419829
1706,30,Salaried,Tamil Nadu,Madurai,603,573525
1707,39,Self-Employed,West Bengal,Siliguri,649,669093
1708,44,Self-Employed,Delhi,Rohini,613,674128
1709,39,Salaried,Uttar Pradesh,Kanpur,619,330777
1710,44,Salaried,Telangana,Nizamabad,626,312175
1711,37,Salaried,Tamil Nadu,Madurai,723,377482
1712,46,Salaried,Telangana,Hyderabad,719,779903
1713,46,Self-Employed,Karnataka,Mangaluru,586,296544
1714,35,Salaried,Gujarat,Surat,602,1762110
1715,48,Self-Employed,West Bengal,Kolkata,626,216927
1716,37,Salaried,Maharashtra,Mumbai,600,259239
1717,37,Salaried,West Bengal,Howrah,666,267560
1718,29,Salaried,Tamil Nadu,Chennai,602,287201
1719,34,Salaried,Gujarat,Vadodara,593,496282
1720,42,Self-Employed,Karnataka,Mysuru,707,202268
1721,25,Salaried,Uttar Pradesh,Noida,650,437978
1722,41,Salaried,Telangana,Hyderabad,644,918211
1723,39,Salaried,Maharashtra,Nagpur,629,1751219
1724,38,Salaried,Delhi,New Delhi,700,659871
1725,21,Salaried,Delhi,Rohini,766,449882
1726,35,Self-Employed,Tamil Nadu,Coimbatore,646,464122
1727,41,Self-Employed,West Bengal,Siliguri,646,1094062
1728,30,Salaried,Maharashtra,Nagpur,558,576499
1729,37,Self-Employed,Gujarat,Ahmedabad,693,549072
1730,21,Salaried,Telangana,Hyderabad,589,1323803
1731,41,Salaried,Karnataka,Mangaluru,617,889072
1732,31,Salaried,West Bengal,Howrah,665,1745361
