loan_id,customer_id,loan_amount,tenure_months,interest_rate,disbursed_date
4131,3070,422528,12,10.23,2024-01-22
4132,3071,336909,24,16.24,2025-04-14
4133,3072,114124,24,12.59,2023-06-15
4134,3073,866013,48,15.24,2023-12-31
4135,3074,63464,24,12.45,2022-05-22
4136,3074,84194,12,13.73,2024-12-10
4137,3075,289726,36,15.93,2022-04-23
4138,3075,63193,24,14.34,2024-04-23
4139,3076,254791,24,17.44,2023-09-21
4140,3076,181736,12,17.1,2024-09-02
4141,3076,80815,24,16.41,2025-03-15
4142,3077,289884,36,14.97,2022-07-23
4143,3077,235838,48,14.57,2024-01-16
4144,3078,53164,12,12.41,2022-08-21
4145,3079,201060,36,12.29,2023-06-06
4146,3080,67900,36,11.68,2023-02-22
4147,3081,101330,12,14.1,2023-08-01
4148,3082,53270,36,15.52,2025-03-12
4149,3083,223831,48,11.93,2024-12-12
4150,3084,131139,48,12.41,2023-06-01
4151,3085,329514,12,15.1,2024-05-06
4152,3086,56384,12,16.6,2024-10-27
4153,3087,107033,48,12.45,2023-05-24
4154,3088,66082,12,13.78,2023-05-13
4155,3089,50815,36,10.49,2023-03-29
4156,3090,428411,36,16.59,2025-02-14
4157,3091,57275,12,11.38,2024-05-08
4158,3091,76362,12,11.65,2022-03-10
4159,3092,324380,24,16.03,2024-02-13
4160,3093,55680,36,15.95,2023-02-04
4161,3094,462924,24,12.91,2025-01-05
4162,3094,116038,12,13.19,2023-07-12
4163,3095,174246,12,15.21,2022-06-04
4164,3096,107919,12,12.5,2023-05-08
4165,3097,89090,12,13.6,2024-09-09
4166,3098,73214,36,14.49,2023-09-06
4167,3098,73253,12,15.51,2022-04-11
4168,3099,343717,12,13.64,2022-02-06
4169,3100,56124,36,11.86,2022-12-06
4170,3100,53205,36,11.45,2022-12-06
4171,3101,118576,48,14.45,2023-07-13
4172,3102,456290,36,15.97,2022-05-07
4173,3103,95425,12,17.29,2022-12-31
4174,3104,193481,24,15.63,2024-12-17
4175,3105,94745,24,13.42,2022-07-29
4176,3106,218689,12,16.97,2024-12-03
4177,3107,51034,24,10.93,2023-11-03
4178,3107,161439,24,10.55,2022-05-18
4179,3107,68851,24,11.86,2024-04-04
4180,3108,444181,12,17.72,2022-12-16
4181,3109,60493,24,12.46,2022-01-05
4182,3110,347322,12,13.05,2022-09-12
4183,3111,105498,48,11.71,2023-03-23
4184,3112,96267,48,12.87,2024-02-07
4185,3113,158415,48,10.74,2023-04-02
4186,3114,189201,36,11.52,2023-11-04
4187,3115,206736,24,14.58,2022-06-11
4188,3116,132644,48,13.2,2024-08-11
4189,3117,63102,36,13.27,2025-03-29
4190,3118,158456,36,13.79,2025-04-17
4191,3119,98480,36,13.14,2025-03-25
4192,3120,144505,24,12.18,2023-07-15
4193,3121,103275,12,14.8,2025-04-23
4194,3122,72127,36,10.56,2023-05-20
4195,3123,74530,48,13.45,2023-05-17
4196,3124,489992,24,14.13,2022-07-20
4197,3124,428110,12,14.22,2025-05-18
4198,3125,56782,36,14.87,2023-02-01
4199,3125,122649,24,15.13,2024-10-19
4200,3125,83865,24,14.04,2024-11-10
4201,3126,60381,36,17.2,2023-05-28
4202,3126,240742,24,16.56,2022-09-30
4203,3127,197534,12,10.59,2025-02-01
4204,3127,55957,36,10.78,2024-07-11
4205,3128,400303,24,12.27,2022-09-16
4206,3128,274910,48,13.64,2023-08-14
4207,3129,70880,36,12.08,2022-05-07
4208,3129,68582,36,12.9,2025-02-17
4209,3130,62410,12,17.35,2022-12-31
4210,3131,204406,24,14.23,2023-08-08
4211,3132,117838,24,11.02,2023-12-20
4212,3133,123623,36,15.3,2023-07-31
4213,3133,148437,24,14.65,2024-03-26
4214,3133,132337,12,15.07,2024-01-17
4215,3134,122906,36,12.09,2025-06-25
4216,3134,631781,24,12.45,2024-09-04
4217,3135,828606,36,17.65,2024-06-23
4218,3136,85921,48,10.49,2023-03-30
4219,3136,63191,12,10.12,2023-11-02
4220,3137,58783,24,11.08,2024-01-10
4221,3138,75973,24,10.22,2022-10-14
4222,3139,289782,36,14.28,2023-04-02
4223,3140,146296,24,15.45,2023-11-07
4224,3141,91280,12,10.5,2024-03-05
4225,3142,164116,36,15.57,2024-12-15
4226,3143,57928,48,10.94,2024-10-06
4227,3144,68081,12,17.07,2025-02-27
4228,3145,85493,48,11.64,2023-06-17
4229,3146,159767,48,14.64,2023-12-17
4230,3147,140023,24,11.18,2023-02-14
4231,3147,262830,36,10.2,2023-08-04
4232,3148,160860,12,16.05,2023-08-29
4233,3149,241828,36,14.82,2022-07-06
4234,3150,76180,48,10.0,2025-03-10
4235,3151,567730,24,17.62,2024-02-06
4236,3152,100955,36,10.25,2024-06-26
4237,3153,53015,36,15.15,2024-12-30
4238,3154,73974,24,15.63,2025-04-04
4239,3155,132130,12,12.61,2022-11-18
4240,3156,260192,12,12.43,2022-11-27
4241,3157,120956,24,17.37,2023-12-26
4242,3158,59997,24,11.14,2023-02-27
4243,3158,52226,24,10.62,2025-05-08
4244,3159,101104,48,11.02,2025-03-05
4245,3159,318470,48,10.83,2023-07-24
4246,3160,60609,24,10.35,2022-11-27
4247,3160,63161,36,11.33,2024-08-31
4248,3160,57604,36,10.56,2025-05-16
4249,3161,85801,48,12.74,2025-02-04
4250,3162,113244,24,15.05,2023-03-16
4251,3163,57570,12,10.33,2025-05-17
4252,3164,523949,24,12.23,2022-07-17
4253,3165,54231,36,14.41,2022-08-12
4254,3166,63836,12,15.54,2022-02-13
4255,3167,123345,12,11.8,2022-04-06
4256,3168,108011,24,13.59,2025-02-12
4257,3168,60142,48,12.7,2023-08-06
4258,3169,60300,12,14.99,2023-09-27
4259,3170,52998,48,12.34,2023-06-05
4260,3171,207790,36,14.37,2022-12-25
4261,3172,211703,36,10.44,2023-04-01
4262,3173,475350,12,13.48,2022-11-13
4263,3173,318764,48,13.32,2024-06-06
4264,3174,132685,12,12.02,2025-02-06
4265,3174,96148,36,13.45,2024-06-08
4266,3175,128412,36,13.08,2025-05-29
4267,3176,84659,48,15.73,2022-04-04
4268,3176,60288,36,15.27,2025-02-25
4269,3177,478112,36,14.87,2023-04-19
4270,3177,374207,48,14.72,2024-10-11
4271,3178,50539,12,16.62,2023-03-24
4272,3178,60083,12,16.87,2024-04-25
4273,3179,69443,12,12.13,2022-12-14
4274,3179,109874,24,13.15,2024-03-05
4275,3180,163934,48,13.44,2024-10-08
4276,3181,651842,24,17.5,2022-02-21
4277,3182,118901,24,10.63,2023-10-22
4278,3183,57303,36,13.4,2024-06-25
4279,3183,79500,36,13.08,2023-08-12
4280,3184,105872,24,15.76,2024-07-17
4281,3185,134240,36,14.97,2022-09-23
4282,3185,209193,24,15.29,2022-10-18
4283,3186,114499,36,12.09,2022-11-02
4284,3186,100852,48,13.05,2024-09-23
4285,3187,246318,24,12.74,2024-06-13
4286,3188,81997,24,15.71,2022-02-17
4287,3188,73442,48,14.43,2022-03-21
4288,3189,82981,36,16.3,2023-03-01
4289,3190,126165,36,16.4,2023-08-18
4290,3191,62037,48,11.18,2025-02-01
4291,3192,146649,36,14.97,2022-08-05
4292,3193,524506,48,15.56,2022-11-18
4293,3193,255185,24,15.09,2023-03-10
4294,3194,107663,24,11.39,2022-09-20
4295,3195,121165,12,12.06,2023-10-23
4296,3196,67670,24,11.25,2023-02-21
4297,3197,112929,36,15.5,2023-11-04
4298,3198,70725,12,15.56,2023-06-18
4299,3199,74434,12,10.55,2022-08-13
4300,3199,58265,36,11.72,2024-02-26
4301,3200,68784,48,13.9,2023-12-02
4302,3201,74157,36,13.54,2022-03-05
4303,3202,240194,36,12.43,2022-05-23
4304,3202,179477,24,12.8,2024-11-07
4305,3203,71101,12,11.34,2024-02-26
4306,3204,61793,24,16.54,2022-11-27
4307,3205,569715,24,16.3,2022-09-19
4308,3206,101859,48,15.31,2024-09-22
4309,3207,116517,12,15.86,2022-09-11
4310,3208,71568,36,12.62,2022-07-09
4311,3208,127086,12,13.5,2025-03-16
4312,3208,91469,24,12.71,2025-04-25
4313,3209,53319,36,11.72,2024-05-16
4314,3210,68484,24,10.41,2024-01-18
4315,3211,136549,48,15.76,2023-08-01
4316,3211,225049,24,14.72,2024-09-09
4317,3212,68404,12,12.04,2024-08-19
4318,3212,119933,12,13.19,2022-10-31
4319,3213,126576,48,15.26,2022-12-24
4320,3214,72563,24,10.19,2025-03-22
4321,3215,149508,48,12.21,2024-05-26
4322,3216,73835,36,11.67,2024-02-08
4323,3217,121096,36,13.84,2023-05-29
4324,3217,340220,36,12.17,2022-10-05
4325,3218,55925,36,11.27,2025-05-22
4326,3219,342120,36,13.86,2024-11-15
4327,3220,123815,24,13.22,2023-06-13
4328,3221,577134,24,17.95,2023-06-17
4329,3222,155587,24,15.45,2023-11-11
4330,3223,66966,12,17.17,2025-02-01
4331,3224,220921,48,16.26,2024-09-10
4332,3225,135309,12,12.93,2022-04-13
4333,3225,82019,36,13.0,2023-11-06
4334,3226,284902,36,14.85,2022-04-20
4335,3227,84005,36,11.9,2022-03-31
4336,3228,281021,36,14.77,2023-07-10
4337,3229,171659,48,13.14,2024-03-23
4338,3230,84410,48,13.46,2022-06-05
4339,3230,166270,12,13.97,2025-02-02
4340,3230,122048,36,12.25,2022-08-23
4341,3231,73162,24,16.7,2023-03-03
4342,3232,95940,48,16.58,2022-01-30
4343,3233,75718,36,14.92,2023-12-08
4344,3234,362010,12,10.3,2023-09-30
4345,3234,395982,12,10.83,2024-03-31
4346,3235,423685,36,11.28,2024-08-08
4347,3236,141794,48,10.04,2022-09-13
4348,3236,96956,48,11.73,2023-12-26
4349,3237,88726,36,15.13,2023-04-12
4350,3237,93151,12,14.8,2023-10-03
4351,3238,66774,48,13.24,2024-10-27
4352,3239,99618,48,14.15,2022-01-07
4353,3239,112115,36,15.47,2023-08-04
4354,3240,94859,12,13.94,2023-04-03
4355,3240,92787,24,12.4,2025-04-26
4356,3241,69090,36,15.87,2022-03-14
4357,3242,71077,48,15.39,2025-03-10
4358,3243,149544,36,15.15,2024-04-05
4359,3244,67732,12,10.67,2023-06-28
4360,3244,78539,24,11.39,2022-02-12
4361,3245,159179,36,10.05,2025-03-21
4362,3245,77227,24,10.69,2024-09-22
4363,3245,104164,48,11.77,2022-08-18
4364,3246,76911,48,15.32,2024-06-26
4365,3246,125389,36,15.66,2022-12-12
4366,3247,328693,12,12.17,2022-12-20
4367,3247,137913,36,12.25,2025-03-18
4368,3248,98459,48,13.74,2022-08-14
4369,3248,130812,24,13.16,2024-09-08
4370,3249,324910,12,13.59,2025-04-15
4371,3250,60633,36,11.56,2024-03-07
4372,3251,151692,24,15.76,2023-09-26
4373,3252,144868,36,13.9,2023-07-12
4374,3253,123082,24,13.53,2024-12-10
4375,3254,54335,36,13.64,2022-04-15
4376,3255,193255,24,16.59,2024-04-02
4377,3256,53272,36,10.24,2023-12-23
4378,3257,272790,24,12.93,2024-09-13
4379,3257,99488,36,13.97,2022-10-23
4380,3258,244986,12,17.08,2025-03-22
4381,3258,215382,12,16.21,2024-02-12
4382,3259,56656,24,11.99,2025-02-11
4383,3260,266647,12,11.64,2025-04-12
4384,3260,258447,24,10.12,2023-11-26
4385,3261,75165,12,17.81,2023-12-04
4386,3261,56150,12,17.98,2024-11-06
4387,3262,161159,12,16.75,2023-01-03
4388,3262,78059,36,17.17,2023-01-01
4389,3263,245541,36,15.06,2023-02-10
4390,3264,105237,24,15.39,2024-03-23
4391,3265,74771,36,11.39,2024-04-14
4392,3266,76328,48,11.82,2023-01-05
4393,3267,181160,24,17.57,2023-02-02
4394,3267,117447,36,17.95,2023-11-28
4395,3268,64416,12,10.59,2024-06-30
4396,3268,121664,12,11.99,2024-09-07
4397,3269,116759,12,10.5,2024-04-28
4398,3270,97114,24,15.89,2024-01-07
4399,3271,179795,24,12.88,2022-11-29
4400,3272,106012,36,14.03,2023-06-15
4401,3272,207113,36,14.92,2025-03-29
4402,3273,562993,36,16.35,2025-05-21
4403,3273,996043,12,16.5,2023-02-09
4404,3274,62300,24,10.81,2023-01-27
4405,3274,69316,48,10.94,2025-06-26
4406,3275,64800,36,10.82,2023-04-17
4407,3276,132891,48,17.79,2025-03-22
4408,3276,557498,36,17.34,2022-01-29
4409,3276,470388,12,16.66,2023-09-22
4410,3277,50702,48,11.9,2022-01-02
4411,3277,50531,24,10.74,2024-12-06
4412,3278,97972,36,15.77,2022-10-24
4413,3279,53636,24,11.56,2023-09-19
4414,3280,82774,12,10.42,2023-07-21
4415,3281,123681,12,10.45,2023-01-23
4416,3281,123311,36,11.93,2023-09-07
4417,3282,178012,36,14.33,2023-01-21
4418,3282,319573,24,15.21,2024-10-07
4419,3283,133859,48,11.76,2024-10-05
4420,3283,102452,12,10.29,2025-02-24
4421,3284,156790,48,14.8,2023-09-03
4422,3285,72738,48,12.25,2022-03-09
4423,3286,241761,36,16.04,2022-04-13
4424,3287,218632,12,17.87,2024-07-23
4425,3287,410085,24,17.92,2025-02-02
4426,3288,103687,36,14.95,2025-02-25
4427,3288,190586,48,15.1,2022-05-30
4428,3289,307512,36,15.37,2024-12-15
4429,3290,131607,12,15.77,2025-01-12
4430,3290,206117,24,14.99,2022-05-09
4431,3291,90743,24,14.8,2023-09-12
4432,3292,256475,36,14.71,2024-06-13
4433,3293,53008,36,13.37,2023-05-12
4434,3294,84145,36,10.24,2024-01-27
4435,3294,54382,24,10.56,2023-01-19
4436,3295,95689,12,12.58,2022-09-21
4437,3296,262427,12,14.88,2023-09-09
4438,3297,111481,24,16.21,2024-12-15
4439,3297,55651,24,17.56,2023-10-18
4440,3298,106697,12,11.73,2024-01-31
4441,3299,269716,24,13.45,2022-03-24
4442,3300,327945,24,14.09,2024-09-28
4443,3301,144186,24,13.58,2024-07-05
4444,3302,61359,48,16.26,2024-04-30
4445,3303,219146,36,13.59,2024-12-05
4446,3304,285179,12,14.28,2025-04-11
4447,3305,74096,36,10.6,2023-02-05
4448,3306,108883,36,14.63,2025-02-17
4449,3307,69602,48,14.24,2024-02-26
4450,3307,319499,36,15.56,2023-10-26
4451,3308,156657,48,14.9,2025-02-13
4452,3308,242526,48,14.14,2023-12-10
4453,3308,170152,36,14.27,2024-11-05
4454,3309,124327,48,11.1,2024-05-26
4455,3309,453546,12,10.46,2024-07-13
4456,3310,71897,48,13.37,2023-06-15
4457,3311,62189,48,11.17,2024-12-17
4458,3312,98608,24,11.32,2023-12-06
4459,3312,156234,36,11.58,2024-07-26
4460,3312,145643,24,11.75,2023-02-05
4461,3313,86967,24,12.44,2024-09-23
4462,3314,219706,48,16.9,2023-07-06
4463,3315,114963,12,13.7,2024-06-21
4464,3316,137267,24,13.89,2024-03-06
4465,3316,118303,24,12.34,2022-08-11
4466,3316,212055,12,13.82,2022-01-13
4467,3317,55197,24,14.46,2023-01-20
4468,3318,72852,24,13.41,2022-11-17
4469,3319,210811,24,15.62,2024-04-24
4470,3320,63834,36,11.04,2024-04-19
4471,3321,93473,36,11.53,2024-02-12
4472,3322,214159,12,15.42,2023-12-24
4473,3323,63269,24,13.57,2024-03-28
4474,3323,79257,24,12.76,2024-06-13
4475,3324,99122,36,15.92,2025-04-21
4476,3325,191771,36,16.32,2023-09-08
4477,3326,62846,24,12.06,2024-01-12
4478,3327,72374,36,11.38,2022-04-08
4479,3328,177405,24,16.1,2022-05-05
4480,3329,66904,48,15.72,2022-06-07
4481,3329,478733,24,15.01,2023-05-14
4482,3329,80910,36,15.13,2025-06-02
4483,3330,298677,36,13.13,2024-08-27
4484,3331,62507,24,11.66,2024-01-30
4485,3332,110594,36,15.99,2023-03-31
4486,3333,408973,36,15.51,2023-03-17
4487,3334,62486,24,10.92,2025-01-18
4488,3334,78796,24,10.92,2022-02-06
4489,3335,94839,24,14.98,2023-03-21
4490,3336,446467,12,16.52,2024-12-02
4491,3336,669319,48,17.28,2022-11-19
4492,3337,454805,48,16.53,2024-11-15
4493,3337,209656,36,16.8,2022-07-20
4494,3338,141189,24,13.31,2024-12-13
4495,3338,156420,24,12.16,2024-04-10
4496,3338,141144,12,12.55,2022-01-28
4497,3339,57916,24,15.6,2023-11-29
4498,3339,258928,48,15.63,2023-05-28
4499,3340,363572,36,13.97,2022-06-01
4500,3341,212147,24,13.52,2022-10-14
4501,3342,217552,36,15.25,2024-12-31
4502,3342,211932,12,14.23,2024-11-02
4503,3343,191923,48,10.48,2022-05-16
4504,3344,88580,36,15.13,2023-04-26
4505,3345,195187,36,14.77,2025-03-02
4506,3345,103732,24,15.47,2023-07-15
4507,3346,90013,24,17.58,2025-02-08
4508,3347,732628,48,17.8,2023-01-17
4509,3348,53031,12,14.64,2022-03-03
4510,3349,56256,36,17.24,2024-11-11
4511,3350,398991,12,14.45,2024-06-05
4512,3350,64048,24,15.42,2023-04-20
4513,3351,93583,12,11.44,2024-07-20
4514,3352,197408,36,14.76,2024-04-24
4515,3352,119308,36,14.32,2023-05-04
4516,3352,83860,48,15.47,2022-09-01
4517,3353,112854,12,16.7,2024-01-05
4518,3353,60285,12,17.61,2022-01-30
4519,3353,69194,24,16.68,2024-02-11
4520,3354,111164,36,15.17,2023-08-16
4521,3354,113505,12,15.36,2022-02-19
4522,3355,112499,36,13.78,2024-07-31
4523,3356,345459,36,12.27,2024-03-31
4524,3357,174754,36,12.21,2023-06-11
4525,3358,111312,12,13.7,2023-09-06
4526,3358,61400,12,12.73,2022-05-28
4527,3359,120362,24,10.06,2022-09-18
4528,3360,151719,24,11.39,2023-02-26
4529,3361,96942,24,13.62,2025-02-11
4530,3362,223734,48,11.63,2025-01-15
4531,3362,56729,24,10.83,2025-03-19
4532,3363,141455,36,16.04,2023-06-07
4533,3364,75011,24,11.43,2024-08-13
4534,3364,51832,48,11.42,2023-01-02
4535,3365,390346,24,15.82,2025-04-23
4536,3366,142342,36,10.06,2024-04-02
4537,3367,112751,12,16.85,2022-05-18
4538,3367,117577,48,17.0,2025-05-27
4539,3368,69065,48,12.96,2025-01-15
4540,3368,53879,48,13.16,2024-07-12
4541,3369,137764,48,10.12,2023-12-25
4542,3370,127287,24,12.31,2025-06-16
4543,3371,594561,24,11.52,2023-07-07
4544,3372,168830,12,13.2,2022-01-29
4545,3373,247366,48,16.09,2023-03-13
4546,3374,53715,24,12.88,2024-08-31
4547,3375,94255,12,16.09,2022-02-05
4548,3376,119293,36,10.85,2024-03-18
4549,3377,140930,24,12.7,2024-12-05
4550,3378,103369,12,15.45,2023-02-20
4551,3379,98295,36,11.54,2022-10-22
4552,3379,79717,24,10.12,2023-12-27
4553,3379,159669,24,10.67,2023-03-31
4554,3380,149215,36,10.92,2022-05-04
4555,3381,199030,36,14.17,2025-05-15
4556,3382,51733,36,10.77,2024-10-05
4557,3383,52502,36,10.74,2024-11-23
4558,3384,93047,36,16.77,2022-07-27
4559,3385,69812,36,14.07,2024-09-28
4560,3385,78112,48,15.97,2024-01-14
4561,3386,89374,24,11.33,2022-09-20
4562,3387,239829,24,15.65,2022-12-20
4563,3388,234258,12,13.01,2024-06-08
4564,3389,315241,12,15.67,2024-02-22
4565,3390,66661,24,13.44,2025-01-18
4566,3391,118515,24,13.27,2025-05-16
4567,3391,131179,36,12.55,2024-10-22
4568,3392,377480,48,10.81,2024-05-30
4569,3393,255750,36,12.71,2023-06-11
4570,3394,68083,12,13.09,2022-12-19
4571,3395,93033,48,16.5,2022-09-08
4572,3396,50970,48,12.1,2023-06-28
4573,3397,240252,24,11.13,2023-01-01
4574,3398,83523,24,16.22,2024-02-02
4575,3398,50604,36,16.97,2022-06-25
4576,3398,302887,12,16.45,2022-05-29
4577,3399,51547,24,10.33,2022-08-24
4578,3400,123878,24,12.73,2022-09-10
4579,3400,55987,48,12.65,2022-01-15
4580,3401,78152,24,10.85,2025-03-15
4581,3402,398671,24,17.27,2023-12-23
4582,3403,82309,24,11.17,2024-10-19
4583,3404,112068,12,14.13,2024-10-08
4584,3405,437895,24,11.65,2023-08-22
4585,3406,197634,12,15.06,2022-11-12
4586,3406,238718,24,14.36,2024-05-20
4587,3407,62520,36,13.73,2022-10-11
4588,3408,377041,48,16.18,2022-06-15
4589,3409,74509,12,14.89,2024-12-11
4590,3410,124790,24,13.38,2023-04-20
4591,3411,140746,36,17.92,2022-08-31
4592,3411,443759,36,17.42,2023-08-21
4593,3412,77360,12,14.9,2023-01-30
4594,3413,601801,12,14.95,2025-05-15
4595,3414,301231,48,14.12,2023-11-03
4596,3415,154932,24,13.64,2024-12-01
4597,3416,88575,48,12.88,2023-08-22
4598,3417,100487,48,16.65,2022-08-01
4599,3417,87600,12,17.1,2023-10-15
4600,3418,89436,36,10.21,2025-01-02
4601,3419,93257,48,13.22,2024-10-23
4602,3420,71321,24,10.06,2025-02-27
4603,3421,121806,36,12.73,2024-09-02
4604,3422,212553,36,17.3,2023-07-24
4605,3423,55778,36,15.31,2024-03-12
4606,3424,83374,12,12.74,2024-06-29
4607,3425,96414,36,13.33,2023-07-22
4608,3426,77778,24,14.84,2024-11-27
4609,3427,157614,48,13.84,2024-03-09
4610,3427,103721,24,12.91,2022-12-16
4611,3427,62624,12,12.14,2025-05-08
4612,3428,80326,36,13.73,2025-03-05
4613,3429,198234,12,17.61,2022-05-27
4614,3430,181113,12,13.0,2024-12-23
4615,3431,101859,24,16.66,2022-02-02
4616,3432,53642,24,10.54,2023-12-10
4617,3433,117914,36,17.76,2024-12-25
4618,3433,82037,48,16.21,2022-10-07
4619,3434,52892,12,11.76,2022-11-07
4620,3435,271389,12,15.14,2023-05-29
4621,3436,440914,12,13.52,2022-05-15
4622,3436,182627,12,12.62,2024-06-05
4623,3437,71069,24,13.61,2022-09-03
4624,3437,53352,12,13.74,2022-04-21
4625,3437,107443,24,13.55,2025-02-23
4626,3438,84589,36,14.17,2024-04-10
4627,3439,76619,24,13.21,2025-05-12
4628,3440,381379,24,15.5,2022-05-23
4629,3441,52274,48,14.59,2023-10-03
4630,3441,101635,48,14.55,2023-08-22
4631,3442,178594,36,11.92,2024-04-10
4632,3443,75886,12,10.52,2022-05-18
4633,3444,205481,24,14.71,2022-11-27
4634,3444,203259,24,15.89,2022-05-20
4635,3444,73993,24,15.0,2023-11-22
4636,3445,70616,24,12.79,2023-06-06
4637,3446,92622,36,15.85,2025-01-28
4638,3447,52612,36,11.2,2025-05-17
4639,3448,544062,24,14.39,2022-03-29
4640,3448,235765,48,14.2,2025-06-23
4641,3449,51286,12,17.02,2023-06-29
4642,3449,97336,36,17.92,2024-06-30
4643,3450,60391,36,12.66,2023-04-16
4644,3451,71004,48,11.71,2024-12-04
4645,3452,53997,12,10.82,2023-05-18
4646,3453,74517,36,16.08,2024-01-22
4647,3454,128690,12,10.13,2023-07-18
4648,3454,123861,36,11.71,2024-01-22
4649,3454,106211,36,11.11,2023-02-15
4650,3455,209909,36,17.29,2024-11-25
4651,3456,230209,24,13.34,2025-05-09
4652,3457,50901,48,11.1,2024-07-26
4653,3458,62858,24,14.99,2024-03-17
4654,3459,237470,24,17.21,2022-10-26
4655,3460,306829,24,15.39,2023-09-02
4656,3461,121785,48,14.79,2024-05-18
4657,3461,221261,48,15.99,2024-05-08
4658,3462,69101,12,14.52,2022-04-18
4659,3463,58627,36,14.71,2023-04-02
4660,3464,67365,12,14.96,2025-06-15
4661,3465,78097,12,15.66,2022-02-09
4662,3466,50208,12,10.78,2024-05-03
4663,3467,76260,12,14.3,2024-02-29
4664,3467,97397,48,15.27,2023-10-06
4665,3468,90505,24,12.11,2023-11-08
4666,3468,66634,48,13.62,2024-11-17
4667,3469,74058,24,12.38,2022-10-04
4668,3469,121266,24,12.27,2025-02-13
4669,3470,117937,24,12.87,2025-03-07
4670,3471,454340,24,12.62,2023-01-20
4671,3472,164516,12,12.54,2024-03-17
4672,3472,142953,48,13.31,2022-05-08
4673,3473,57090,24,17.0,2024-02-05
4674,3474,190704,36,13.43,2023-06-26
4675,3475,408835,24,16.53,2025-02-14
4676,3476,166936,24,10.4,2025-04-20
4677,3477,214506,36,17.93,2024-12-22
4678,3478,175963,36,13.15,2024-06-29
4679,3478,71112,48,13.8,2025-02-19
4680,3479,599750,48,13.65,2023-05-03
4681,3480,276333,36,13.41,2023-07-27
4682,3481,288855,24,14.74,2023-06-10
4683,3482,64655,24,12.03,2022-03-21
4684,3482,109085,36,13.16,2024-01-16
4685,3482,80080,24,13.4,2023-04-05
4686,3483,139269,24,13.78,2024-06-17
4687,3483,107297,24,12.22,2024-11-04
4688,3484,77161,24,12.57,2022-07-21
4689,3485,102342,24,13.72,2022-02-05
4690,3486,85690,12,15.43,2022-12-17
4691,3487,67036,24,16.52,2022-10-20
4692,3487,78085,12,16.23,2022-04-02
4693,3488,75203,12,13.28,2024-12-31
4694,3489,149247,24,16.77,2024-07-21
4695,3490,59646,48,13.38,2024-10-07
4696,3490,156419,24,12.41,2023-09-25
4697,3491,124800,12,17.42,2023-07-25
4698,3492,644751,24,16.72,2024-05-22
4699,3493,215529,24,13.21,2022-08-27
4700,3494,62404,48,13.16,2023-02-19
4701,3495,162877,24,15.88,2024-03-09
4702,3496,98148,36,11.28,2023-06-24
4703,3496,52902,12,10.74,2022-01-29
4704,3497,225717,12,12.75,2022-03-13
4705,3498,50138,48,12.55,2022-08-25
4706,3499,546996,24,15.17,2022-02-13
4707,3499,599430,12,15.57,2022-01-12
4708,3499,324055,12,14.07,2023-10-08
4709,3500,82366,24,14.84,2023-07-04
4710,3501,87809,48,10.82,2024-08-31
4711,3502,98669,48,15.58,2024-04-28
4712,3503,121818,48,16.1,2023-09-29
4713,3503,242277,24,17.54,2022-01-01
4714,3504,60120,24,12.74,2022-01-01
4715,3504,148258,24,13.67,2023-03-10
4716,3505,403530,24,17.56,2022-07-28
4717,3505,217130,48,17.54,2024-01-08
4718,3506,512479,24,10.26,2025-01-03
4719,3507,343214,24,14.13,2024-12-03
4720,3507,91567,36,15.82,2024-08-25
4721,3508,107433,24,16.02,2024-01-01
4722,3508,51367,48,17.89,2023-03-12
4723,3509,181756,24,13.51,2022-10-21
4724,3510,80481,24,15.98,2022-04-27
4725,3511,57373,24,13.08,2023-07-03
4726,3512,57072,12,13.96,2024-10-15
4727,3513,60265,48,13.48,2022-02-25
4728,3514,189408,12,14.89,2024-08-02
4729,3515,243483,36,12.78,2022-09-30
4730,3515,198191,24,13.74,2022-07-15
4731,3516,56754,12,13.92,2022-08-11
4732,3517,75361,24,14.87,2022-08-23
4733,3518,382540,24,14.5,2025-05-10
4734,3519,215258,36,11.54,2024-07-24
4735,3519,155495,48,11.45,2024-08-20
4736,3519,137029,36,11.06,2024-11-16
4737,3520,98987,24,15.9,2023-07-10
4738,3520,78676,36,15.25,2023-08-28
4739,3521,157771,24,15.73,2022-03-16
4740,3521,98045,36,14.49,2022-09-07
4741,3522,174351,12,11.58,2023-12-27
4742,3523,114484,12,12.31,2022-12-19
4743,3524,91301,36,13.34,2022-08-01
4744,3524,84035,36,12.16,2023-10-09
4745,3525,104356,48,14.13,2023-03-06
4746,3526,54675,36,12.72,2022-02-23
4747,3526,107017,36,13.01,2024-09-04
4748,3526,86729,36,12.95,2024-08-29
4749,3527,63088,48,17.96,2024-01-04
4750,3528,78607,36,15.13,2024-10-28
4751,3529,74850,48,10.97,2025-06-23
4752,3530,56334,12,15.89,2022-07-28
4753,3530,86627,36,15.0,2022-09-05
4754,3530,55026,24,15.35,2023-03-10
4755,3531,124460,24,11.75,2024-04-29
4756,3531,123449,36,10.08,2025-06-01
4757,3532,111329,24,17.57,2024-07-06
4758,3533,67553,12,15.65,2025-02-10
4759,3533,165360,36,14.27,2023-02-17
4760,3534,61008,48,10.47,2023-02-20
4761,3535,69253,36,17.01,2024-07-24
4762,3536,241834,24,14.1,2025-05-23
4763,3536,257925,48,14.01,2022-10-28
4764,3536,436027,12,15.2,2024-02-29
