loan_id,customer_id,loan_amount,interest_rate,age,income,employment_type,credit_score,max_dpd,is_default
3021,2248,110369,16.76,45,974714,Self-Employed,561,62,0
3022,2248,543631,17.21,45,974714,Self-Employed,561,72,0
3023,2249,300829,14.48,29,708600,Salaried,633,29,0
3024,2250,52917,14.83,48,417355,Self-Employed,625,19,0
3025,2251,230851,15.9,47,564830,Self-Employed,604,54,0
3026,2251,199933,15.19,47,564830,Self-Employed,604,34,0
3027,2252,122268,13.16,37,297863,Self-Employed,691,108,1
3028,2253,66529,14.72,41,195581,Self-Employed,613,60,0
3029,2254,195068,13.46,42,595611,Self-Employed,689,35,0
3030,2254,277081,12.58,42,595611,Self-Employed,689,60,0
3031,2255,80524,17.17,48,885973,Self-Employed,590,68,0
3032,2256,58396,15.99,28,251855,Self-Employed,604,79,0
3033,2257,166458,12.27,45,713930,Self-Employed,662,50,0
3034,2258,55264,11.33,33,283194,Salaried,795,60,0
3035,2258,60014,11.17,33,283194,Salaried,795,29,0
3036,2259,119400,13.38,30,325762,Salaried,656,60,0
3037,2260,72914,13.38,37,553472,Self-Employed,691,60,0
3038,2260,132943,12.03,37,553472,Self-Employed,691,75,0
3039,2261,185473,16.62,34,406737,Self-Employed,562,47,0
3040,2262,169638,10.45,28,549271,Salaried,700,48,0
3041,2263,103088,13.44,23,430591,Self-Employed,657,9,0
3042,2264,89239,15.54,28,265608,Salaried,620,60,0
3043,2265,87877,13.06,48,264978,Salaried,698,44,0
3044,2265,61958,12.8,48,264978,Salaried,698,59,0
3045,2266,71216,15.78,52,226765,Salaried,609,26,0
3046,2266,72610,15.6,52,226765,Salaried,609,60,0
3047,2267,62322,17.44,41,524755,Self-Employed,567,65,0
3048,2267,66901,17.42,41,524755,Self-Employed,567,60,0
3049,2268,114755,14.08,45,533432,Salaried,635,79,0
3050,2269,140651,14.16,32,776174,Salaried,648,37,0
3051,2269,177267,15.76,32,776174,Salaried,648,60,0
3052,2270,57349,12.1,35,204343,Salaried,662,60,0
3053,2271,66986,14.03,38,222978,Salaried,635,60,0
3054,2272,57152,12.95,27,186037,Salaried,695,52,0
3055,2273,172756,12.3,28,1191146,Salaried,671,75,0
3056,2273,467777,12.49,28,1191146,Salaried,671,74,0
3057,2274,341554,12.84,37,1115498,Salaried,699,60,0
3058,2275,87238,17.46,33,1662006,Salaried,572,60,0
3059,2275,495218,16.62,33,1662006,Salaried,572,118,1
3060,2276,390895,14.66,27,1758742,Self-Employed,618,34,0
3061,2276,942618,14.88,27,1758742,Self-Employed,618,23,0
3062,2277,55275,13.56,39,209456,Salaried,682,69,0
3063,2278,164734,13.86,34,385022,Salaried,673,60,0
3064,2279,60090,11.85,44,456303,Salaried,733,68,0
3065,2279,62468,11.3,44,456303,Salaried,733,75,0
3066,2279,79905,10.84,44,456303,Salaried,733,138,1
3067,2280,113740,10.73,36,693722,Salaried,750,63,0
3068,2281,70733,14.58,34,554437,Salaried,642,45,0
3069,2282,125075,10.45,37,401177,Salaried,727,139,1
3070,2283,88923,17.88,35,213106,Self-Employed,584,14,0
3071,2283,102252,17.02,35,213106,Self-Employed,584,60,0
3072,2283,53836,17.21,35,213106,Self-Employed,584,34,0
3073,2284,146803,12.2,31,531612,Self-Employed,681,30,0
3074,2285,85504,13.09,33,328123,Salaried,653,61,0
3075,2285,85896,12.65,33,328123,Salaried,653,7,0
3076,2286,65868,10.86,42,674730,Salaried,745,53,0
3077,2287,117146,12.85,41,422707,Salaried,690,75,0
3078,2287,89195,13.76,41,422707,Salaried,690,72,0
3079,2288,116343,13.46,46,356214,Self-Employed,657,40,0
3080,2289,102218,16.2,22,295782,Salaried,572,72,0
3081,2290,79518,15.44,33,202991,Self-Employed,626,28,0
3082,2291,291630,16.99,33,908739,Self-Employed,599,70,0
3083,2292,71012,13.8,37,435952,Salaried,692,60,0
3084,2293,129037,13.36,32,1210065,Self-Employed,672,60,0
3085,2294,180646,15.9,32,809127,Self-Employed,644,7,0
3086,2294,429749,15.06,32,809127,Self-Employed,644,45,0
3087,2295,106437,10.97,42,528168,Salaried,724,30,0
3088,2295,91272,10.48,42,528168,Salaried,724,73,0
3089,2296,84183,17.95,37,200586,Salaried,588,70,0
3090,2297,84905,13.47,27,300775,Salaried,655,70,0
3091,2297,62353,12.75,27,300775,Salaried,655,41,0
3092,2298,60406,15.98,47,597388,Salaried,631,61,0
3093,2299,107896,13.53,44,598870,Self-Employed,696,75,0
3094,2299,145679,13.72,44,598870,Self-Employed,696,58,0
3095,2300,348383,16.18,31,656819,Salaried,568,65,0
3096,2301,51411,11.21,43,204084,Salaried,792,41,0
3097,2302,111866,10.37,30,373692,Salaried,708,103,1
3098,2303,57219,12.89,45,260849,Salaried,659,60,0
3099,2304,92780,16.79,34,322702,Self-Employed,596,157,1
3100,2304,96410,17.73,34,322702,Self-Employed,596,77,0
3101,2305,150211,10.66,30,719472,Salaried,700,72,0
3102,2306,72892,10.93,33,344334,Salaried,710,25,0
3103,2307,58626,11.22,30,255889,Salaried,757,60,0
3104,2308,409130,15.05,38,960833,Salaried,605,5,0
3105,2308,265550,14.76,38,960833,Salaried,605,65,0
3106,2309,69947,14.9,37,256908,Self-Employed,648,60,0
3107,2310,177325,16.14,36,706293,Self-Employed,597,38,0
3108,2311,156314,13.8,32,389386,Salaried,673,73,0
3109,2312,61363,15.26,21,228671,Salaried,622,72,0
3110,2312,72460,14.32,21,228671,Salaried,622,60,0
3111,2313,393135,15.33,37,1763596,Salaried,642,65,0
3112,2314,81827,17.14,21,353343,Salaried,562,73,0
3113,2314,220268,17.68,21,353343,Salaried,562,60,0
3114,2315,99455,10.91,38,476453,Salaried,782,8,0
3115,2315,168041,11.5,38,476453,Salaried,782,60,0
3116,2316,68097,11.27,45,253560,Salaried,780,100,1
3117,2317,72105,16.83,38,189026,Self-Employed,550,142,1
3118,2318,448299,14.99,33,1426284,Salaried,601,72,0
3119,2318,614977,15.56,33,1426284,Salaried,601,129,1
3120,2318,218075,15.06,33,1426284,Salaried,601,60,0
3121,2319,407578,14.1,35,894506,Salaried,615,60,0
3122,2319,356261,15.51,35,894506,Salaried,615,60,0
3123,2320,132353,15.9,35,624542,Salaried,613,79,0
3124,2321,75681,13.44,32,526282,Self-Employed,661,60,0
3125,2322,825490,16.86,31,1485319,Salaried,582,31,0
3126,2323,56026,13.32,29,202299,Self-Employed,651,103,1
3127,2324,172806,12.62,46,907174,Salaried,660,40,0
3128,2325,235720,11.39,36,790874,Self-Employed,713,58,0
3129,2325,179522,11.79,36,790874,Self-Employed,713,46,0
3130,2326,264547,17.47,44,1105500,Salaried,575,104,1
3131,2327,78579,12.18,34,212009,Salaried,676,17,0
3132,2328,67249,12.59,37,180146,Salaried,679,30,0
3133,2328,62320,13.63,37,180146,Salaried,679,60,0
3134,2328,52791,12.91,37,180146,Salaried,679,45,0
3135,2329,93491,11.47,35,542301,Salaried,710,20,0
3136,2330,156842,14.81,40,571686,Self-Employed,628,52,0
3137,2331,114650,15.06,43,982627,Salaried,635,41,0
3138,2332,155362,12.05,38,525617,Salaried,698,60,0
3139,2333,102274,13.41,31,388936,Self-Employed,668,26,0
3140,2334,53257,11.83,30,336252,Salaried,779,40,0
3141,2335,143674,12.88,49,537411,Salaried,673,9,0
3142,2336,88171,13.79,34,487634,Salaried,667,60,0
3143,2337,93103,12.48,34,257661,Self-Employed,669,60,0
3144,2338,95487,14.84,48,303042,Salaried,631,42,0
3145,2339,66149,10.7,45,263458,Self-Employed,797,49,0
3146,2340,67932,12.25,40,238340,Self-Employed,657,63,0
3147,2340,69295,12.37,40,238340,Self-Employed,657,70,0
3148,2341,147008,14.63,33,725618,Salaried,611,35,0
3149,2341,233519,14.34,33,725618,Salaried,611,6,0
3150,2342,303700,11.78,55,1589321,Self-Employed,736,28,0
3151,2343,82115,12.58,39,395068,Salaried,664,45,0
3152,2344,68561,12.67,40,332360,Salaried,684,14,0
3153,2344,86947,12.42,40,332360,Salaried,684,55,0
3154,2344,136888,13.58,40,332360,Salaried,684,57,0
3155,2345,340046,13.1,35,1614046,Self-Employed,695,71,0
3156,2346,171284,11.77,25,815007,Self-Employed,780,7,0
3157,2347,241072,14.72,25,791486,Self-Employed,633,134,1
3158,2348,126637,14.89,39,251213,Salaried,622,60,0
3159,2348,96680,15.58,39,251213,Salaried,622,60,0
3160,2349,160242,13.07,39,893319,Salaried,679,18,0
3161,2349,172315,13.76,39,893319,Salaried,679,28,0
3162,2350,85521,14.7,34,688401,Salaried,602,68,0
3163,2351,129144,17.26,27,645103,Salaried,553,65,0
3164,2352,62182,15.07,24,491834,Salaried,621,34,0
3165,2353,96798,12.37,33,258348,Salaried,666,96,1
3166,2354,59043,11.41,24,194408,Salaried,733,74,0
3167,2354,56915,11.54,24,194408,Salaried,733,9,0
3168,2355,523443,15.56,43,1784902,Salaried,633,36,0
3169,2355,233272,15.97,43,1784902,Salaried,633,61,0
3170,2356,121024,14.57,45,334933,Self-Employed,647,60,0
3171,2357,221805,16.98,59,642286,Self-Employed,596,60,0
3172,2357,315585,16.22,59,642286,Self-Employed,596,75,0
3173,2358,161515,13.16,43,353843,Salaried,699,134,1
3174,2359,226534,13.23,31,587477,Salaried,658,42,0
3175,2359,141342,12.88,31,587477,Salaried,658,64,0
3176,2359,136720,12.85,31,587477,Salaried,658,75,0
3177,2360,129697,14.89,29,213390,Salaried,625,60,0
3178,2360,53752,15.73,29,213390,Salaried,625,60,0
3179,2361,55513,10.55,21,226696,Salaried,767,34,0
3180,2362,71866,15.59,31,704824,Salaried,610,25,0
3181,2363,97965,11.08,35,1343947,Self-Employed,733,66,0
3182,2364,96609,11.18,44,1615606,Salaried,764,5,0
3183,2365,139802,11.22,41,587406,Self-Employed,752,40,0
3184,2365,215182,11.41,41,587406,Self-Employed,752,52,0
3185,2366,131865,14.67,41,347145,Salaried,602,27,0
3186,2366,113005,15.26,41,347145,Salaried,602,17,0
3187,2367,117081,10.57,38,551013,Salaried,745,60,0
3188,2368,73754,13.14,41,234446,Self-Employed,688,6,0
3189,2369,63238,12.13,48,187584,Self-Employed,671,69,0
3190,2370,541638,16.54,27,1433947,Salaried,550,10,0
3191,2371,182886,13.86,32,828928,Self-Employed,655,108,1
3192,2372,98284,15.28,25,963686,Salaried,645,60,0
3193,2373,71234,14.63,49,229043,Salaried,614,19,0
3194,2374,95529,13.21,46,351088,Salaried,695,60,0
3195,2374,105245,12.27,46,351088,Salaried,695,60,0
3196,2375,211350,14.76,42,415525,Salaried,632,63,0
3197,2376,111089,16.67,26,251112,Self-Employed,573,57,0
3198,2377,113511,17.16,37,841909,Salaried,552,26,0
3199,2378,69105,15.6,34,199414,Self-Employed,604,60,0
3200,2379,69694,13.71,37,275316,Self-Employed,662,63,0
3201,2380,56061,13.13,34,183325,Salaried,671,9,0
3202,2381,208978,17.4,40,956029,Salaried,585,74,0
3203,2381,493881,16.52,40,956029,Salaried,585,69,0
3204,2382,70001,14.45,33,224619,Salaried,642,60,0
3205,2383,201370,15.13,43,647277,Salaried,648,78,0
3206,2384,470304,16.24,38,1695808,Salaried,574,6,0
3207,2384,938197,16.13,38,1695808,Salaried,574,97,1
3208,2385,130052,17.99,34,701167,Self-Employed,582,34,0
3209,2386,90560,10.31,35,247223,Salaried,734,51,0
3210,2386,71224,11.78,35,247223,Salaried,734,70,0
3211,2386,53774,11.74,35,247223,Salaried,734,60,0
3212,2387,138458,17.1,32,381274,Salaried,566,50,0
3213,2388,115401,11.9,43,361355,Salaried,742,60,0
3214,2389,254060,14.76,34,821346,Salaried,623,67,0
3215,2390,78137,13.41,38,451917,Salaried,674,72,0
3216,2391,137865,10.08,33,479872,Self-Employed,764,71,0
3217,2392,257270,10.2,24,1724267,Self-Employed,734,139,1
3218,2393,212771,16.35,43,616134,Salaried,599,54,0
3219,2394,144867,17.3,28,251733,Self-Employed,561,11,0
3220,2395,419266,16.06,41,1294494,Self-Employed,578,53,0
3221,2396,204416,14.06,39,1791185,Salaried,648,79,0
3222,2396,392832,15.56,39,1791185,Salaried,648,143,1
3223,2397,103596,12.95,23,897381,Salaried,683,76,0
3224,2397,99968,12.78,23,897381,Salaried,683,65,0
3225,2398,76052,12.36,28,275519,Salaried,686,76,0
3226,2399,69708,15.81,32,588261,Self-Employed,637,97,1
3227,2399,57911,15.98,32,588261,Self-Employed,637,67,0
3228,2400,55415,10.38,29,191704,Self-Employed,767,31,0
3229,2401,83893,14.97,27,438542,Salaried,610,60,0
3230,2401,176597,15.0,27,438542,Salaried,610,55,0
3231,2402,250209,13.89,42,552734,Salaried,658,60,0
3232,2403,64462,12.48,34,862521,Salaried,659,60,0
3233,2403,105895,12.62,34,862521,Salaried,659,42,0
3234,2404,56396,14.38,39,193379,Salaried,627,27,0
3235,2404,53120,15.34,39,193379,Salaried,627,60,0
3236,2404,114181,15.73,39,193379,Salaried,627,74,0
3237,2405,316015,15.57,33,601624,Salaried,600,60,0
3238,2405,244328,14.17,33,601624,Salaried,600,58,0
3239,2406,464799,10.48,38,1770434,Self-Employed,788,60,0
3240,2406,229569,11.32,38,1770434,Self-Employed,788,60,0
3241,2407,88797,12.97,30,390592,Salaried,664,71,0
3242,2408,108998,11.4,36,723931,Salaried,719,60,0
3243,2409,54119,14.23,41,239763,Self-Employed,614,60,0
3244,2410,266593,12.48,36,973059,Self-Employed,657,77,0
3245,2411,91339,15.19,32,208028,Salaried,612,158,1
3246,2412,77344,15.61,27,225817,Salaried,604,95,1
3247,2413,100056,13.11,37,366315,Salaried,694,75,0
3248,2414,89392,12.64,39,287008,Self-Employed,673,32,0
3249,2415,116498,12.69,34,376495,Salaried,665,60,0
3250,2416,139509,14.6,30,387268,Salaried,634,60,0
3251,2416,55102,15.85,30,387268,Salaried,634,69,0
3252,2417,86853,13.72,40,459481,Self-Employed,684,73,0
3253,2418,342767,10.8,56,803429,Self-Employed,769,113,1
3254,2419,123331,11.67,34,1207816,Salaried,708,8,0
3255,2420,200545,12.59,39,577771,Salaried,672,78,0
3256,2420,87518,13.6,39,577771,Salaried,672,65,0
3257,2421,165956,17.73,39,321473,Self-Employed,598,75,0
3258,2422,61414,11.39,21,571770,Salaried,747,26,0
3259,2422,53688,11.09,21,571770,Salaried,747,61,0
3260,2423,63572,14.72,37,460999,Self-Employed,631,65,0
3261,2424,59670,11.47,30,207385,Salaried,749,65,0
3262,2425,207587,15.06,47,482278,Salaried,647,138,1
3263,2426,76846,16.77,34,518442,Salaried,566,122,1
3264,2427,98003,13.97,30,716334,Self-Employed,684,60,0
3265,2427,328378,12.25,30,716334,Self-Employed,684,39,0
3266,2428,109936,16.5,34,247847,Salaried,564,23,0
3267,2429,65578,14.82,37,217743,Self-Employed,648,72,0
3268,2429,54709,14.32,37,217743,Self-Employed,648,102,1
3269,2429,87389,15.39,37,217743,Self-Employed,648,34,0
3270,2430,53263,11.9,32,206758,Salaried,770,60,0
3271,2431,92806,11.11,36,356724,Salaried,714,60,0
3272,2432,167743,10.01,25,812675,Salaried,787,67,0
3273,2433,62967,10.64,34,221385,Salaried,786,60,0
3274,2434,88055,17.41,42,788082,Salaried,560,60,0
3275,2434,147244,17.01,42,788082,Salaried,560,60,0
3276,2435,79060,15.25,52,544087,Self-Employed,627,42,0
3277,2436,185488,13.99,42,499268,Self-Employed,696,72,0
3278,2437,52147,10.81,38,189316,Salaried,793,60,0
3279,2437,54152,11.52,38,189316,Salaried,793,67,0
3280,2438,57079,10.43,45,547604,Salaried,760,43,0
3281,2439,106402,10.92,44,1419157,Salaried,790,60,0
3282,2439,516343,10.36,44,1419157,Salaried,790,116,1
3283,2440,168310,12.8,49,995518,Salaried,666,79,0
3284,2440,195292,12.25,49,995518,Salaried,666,63,0
3285,2441,174256,13.75,45,819715,Salaried,692,60,0
3286,2442,331149,14.26,35,775609,Salaried,600,3,0
3287,2442,297709,15.66,35,775609,Salaried,600,102,1
3288,2443,215911,15.08,38,526727,Self-Employed,616,93,1
3289,2443,66746,14.24,38,526727,Self-Employed,616,18,0
3290,2444,87543,12.7,37,207156,Salaried,671,131,1
3291,2445,59184,13.27,38,202008,Self-Employed,687,59,0
3292,2446,54053,10.13,38,216754,Self-Employed,797,73,0
3293,2447,176655,11.15,30,516433,Salaried,745,60,0
3294,2448,57564,13.48,21,191753,Salaried,678,75,0
3295,2449,290097,11.9,31,893606,Self-Employed,798,49,0
3296,2449,371647,11.88,31,893606,Self-Employed,798,8,0
3297,2450,149695,10.78,21,739742,Salaried,798,60,0
3298,2451,94277,12.28,37,384319,Self-Employed,687,68,0
3299,2451,126324,13.72,37,384319,Self-Employed,687,78,0
3300,2452,63421,13.68,36,207461,Salaried,656,43,0
3301,2452,82107,13.49,36,207461,Salaried,656,53,0
3302,2452,50917,13.86,36,207461,Salaried,656,78,0
3303,2453,140503,15.95,23,392755,Salaried,628,60,0
3304,2453,98798,14.22,23,392755,Salaried,628,159,1
3305,2454,71464,13.64,42,318480,Salaried,667,121,1
3306,2455,183580,17.51,43,687661,Salaried,568,51,0
3307,2455,145664,16.28,43,687661,Salaried,568,156,1
3308,2456,203281,14.15,37,750075,Salaried,610,66,0
3309,2456,238804,15.03,37,750075,Salaried,610,9,0
3310,2457,131366,14.56,49,339190,Self-Employed,615,76,0
3311,2458,71689,14.61,51,307751,Self-Employed,613,60,0
3312,2458,145659,15.22,51,307751,Self-Employed,613,64,0
3313,2459,53392,10.39,26,373656,Self-Employed,761,60,0
3314,2460,96729,10.4,44,311175,Self-Employed,762,69,0
3315,2461,266016,12.57,40,1268875,Self-Employed,650,70,0
3316,2462,103636,12.38,39,259334,Salaried,666,51,0
3317,2462,70366,12.38,39,259334,Salaried,666,48,0
3318,2463,367771,14.72,43,877729,Salaried,624,60,0
3319,2464,75390,14.45,30,181018,Self-Employed,637,58,0
3320,2465,61046,15.76,31,299853,Self-Employed,626,42,0
3321,2466,76351,11.32,29,285363,Salaried,750,39,0
3322,2467,165742,12.52,30,595221,Salaried,657,128,1
3323,2468,59268,13.94,35,300146,Salaried,657,66,0
3324,2469,136328,13.54,24,803436,Self-Employed,687,39,0
3325,2469,84112,13.53,24,803436,Self-Employed,687,42,0
3326,2470,125606,16.15,28,339501,Salaried,554,60,0
3327,2471,68779,16.18,41,192256,Salaried,552,51,0
3328,2472,590264,14.4,35,1077095,Salaried,635,65,0
3329,2473,61791,16.97,39,244995,Salaried,580,63,0
3330,2474,125343,12.95,21,729661,Salaried,670,60,0
3331,2475,81710,11.86,30,571744,Salaried,800,38,0
3332,2476,137801,13.83,32,597517,Self-Employed,699,60,0
3333,2476,74176,12.35,32,597517,Self-Employed,699,64,0
3334,2477,55942,13.17,36,229652,Self-Employed,668,55,0
3335,2478,80815,11.36,31,730430,Salaried,719,95,1
3336,2478,141381,10.38,31,730430,Salaried,719,68,0
3337,2479,144818,13.35,43,477438,Self-Employed,656,60,0
3338,2479,54661,12.51,43,477438,Self-Employed,656,30,0
3339,2480,117907,15.96,36,1625249,Salaried,605,14,0
3340,2481,126406,12.57,36,512125,Salaried,668,60,0
3341,2482,85981,14.53,36,476852,Self-Employed,633,92,1
3342,2483,64910,11.48,42,375998,Self-Employed,775,55,0
3343,2484,115800,15.38,32,244300,Salaried,631,135,1
3344,2485,373441,12.05,45,1435818,Self-Employed,653,59,0
3345,2485,123295,13.27,45,1435818,Self-Employed,653,39,0
3346,2486,172820,10.81,40,1157311,Salaried,730,69,0
3347,2487,233178,12.47,37,639092,Salaried,696,66,0
3348,2488,72783,14.33,36,249810,Salaried,608,59,0
3349,2489,52241,10.23,40,196269,Salaried,791,41,0
3350,2490,164358,12.76,44,666731,Salaried,686,6,0
3351,2490,165395,13.72,44,666731,Salaried,686,140,1
3352,2491,124036,11.24,44,680363,Self-Employed,725,124,1
3353,2492,181572,12.75,39,530326,Salaried,679,70,0
3354,2492,179577,12.63,39,530326,Salaried,679,73,0
3355,2493,100627,13.28,43,337675,Salaried,692,60,0
3356,2494,128303,15.31,37,226742,Self-Employed,635,105,1
3357,2495,73239,14.16,46,238223,Self-Employed,627,70,0
3358,2496,133603,17.5,36,209730,Self-Employed,593,60,0
3359,2497,92047,17.94,21,403059,Salaried,587,143,1
3360,2497,60337,17.5,21,403059,Salaried,587,73,0
3361,2498,54479,11.45,47,806881,Salaried,758,74,0
3362,2499,98445,13.81,37,568176,Salaried,668,63,0
3363,2499,240174,13.32,37,568176,Salaried,668,63,0
3364,2500,103663,11.58,27,533892,Salaried,700,60,0
3365,2501,85568,16.96,34,264230,Salaried,577,13,0
3366,2502,65862,16.18,29,185167,Salaried,573,49,0
3367,2502,50607,17.12,29,185167,Salaried,573,75,0
3368,2503,63658,13.27,53,229200,Salaried,659,60,0
3369,2504,141399,14.94,40,995658,Self-Employed,645,78,0
3370,2505,81473,10.33,23,261721,Salaried,750,79,0
3371,2506,64499,12.79,40,436634,Salaried,692,144,1
3372,2507,160016,11.28,33,441688,Salaried,794,39,0
3373,2508,172734,14.71,51,292887,Self-Employed,642,92,1
3374,2508,90520,15.23,51,292887,Self-Employed,642,79,0
3375,2509,137060,17.34,28,372720,Salaried,553,30,0
3376,2510,302328,12.51,21,1442931,Salaried,659,60,0
3377,2510,625595,13.05,21,1442931,Salaried,659,60,0
3378,2511,169609,15.2,37,927476,Salaried,605,70,0
3379,2512,63209,15.15,33,217756,Salaried,630,123,1
3380,2512,80769,14.25,33,217756,Salaried,630,64,0
3381,2513,133690,17.81,33,364145,Self-Employed,562,79,0
3382,2514,304099,14.93,21,950177,Self-Employed,614,36,0
3383,2515,206788,13.83,39,1285218,Salaried,659,60,0
3384,2516,68002,11.9,49,326549,Salaried,700,70,0
3385,2517,115527,14.97,21,312137,Self-Employed,648,67,0
3386,2518,158737,16.18,45,241082,Salaried,554,60,0
3387,2519,55558,12.43,31,232332,Salaried,686,92,1
3388,2520,97083,14.27,55,237251,Self-Employed,615,119,1
3389,2521,313022,13.97,39,893522,Self-Employed,667,60,0
3390,2522,60578,13.4,34,508710,Salaried,675,63,0
3391,2523,79538,13.67,45,196575,Salaried,692,60,0
3392,2524,69903,12.8,40,227953,Self-Employed,675,61,0
3393,2524,61801,12.02,40,227953,Self-Employed,675,60,0
3394,2525,387173,15.07,31,1175086,Salaried,636,32,0
3395,2526,117266,11.54,42,550907,Salaried,734,73,0
3396,2527,146640,13.11,32,707606,Salaried,679,33,0
3397,2528,107379,11.8,22,542090,Self-Employed,737,15,0
3398,2528,163513,11.71,22,542090,Self-Employed,737,37,0
3399,2528,130242,10.81,22,542090,Self-Employed,737,35,0
3400,2529,141260,14.83,52,881612,Salaried,617,60,0
3401,2530,123543,13.47,33,893976,Salaried,699,60,0
3402,2530,299458,12.46,33,893976,Salaried,699,65,0
3403,2531,273674,16.42,31,1172452,Salaried,598,24,0
3404,2532,54696,12.97,39,435388,Salaried,650,39,0
3405,2533,114285,12.3,24,382758,Salaried,668,69,0
3406,2533,97050,12.09,24,382758,Salaried,668,34,0
3407,2534,73324,13.13,25,574184,Salaried,684,126,1
3408,2535,61270,16.42,32,201260,Self-Employed,576,67,0
3409,2536,54310,12.13,32,248201,Salaried,695,37,0
3410,2536,65364,12.01,32,248201,Salaried,695,71,0
3411,2537,76148,13.56,37,280091,Salaried,672,5,0
3412,2537,73533,12.69,37,280091,Salaried,672,74,0
3413,2538,61926,11.28,45,229643,Salaried,723,59,0
3414,2538,68825,10.6,45,229643,Salaried,723,26,0
3415,2539,85208,13.08,32,217920,Salaried,660,69,0
3416,2539,58271,12.53,32,217920,Salaried,660,3,0
3417,2539,79059,13.19,32,217920,Salaried,660,136,1
3418,2540,112781,15.7,40,394206,Salaried,641,117,1
3419,2541,236458,12.47,41,713078,Self-Employed,675,8,0
3420,2542,67560,13.85,27,259484,Salaried,669,53,0
3421,2543,170973,13.64,38,1444648,Self-Employed,659,42,0
3422,2543,429622,13.0,38,1444648,Self-Employed,659,60,0
3423,2544,89493,14.42,28,349254,Self-Employed,645,60,0
3424,2545,144122,10.08,45,569730,Salaried,726,77,0
3425,2545,94404,10.35,45,569730,Salaried,726,60,0
3426,2545,60951,10.49,45,569730,Salaried,726,56,0
3427,2546,128603,15.96,40,426994,Self-Employed,627,62,0
3428,2547,60157,15.57,36,257829,Salaried,605,123,1
3429,2547,102197,15.93,36,257829,Salaried,605,60,0
3430,2548,141258,14.2,25,527656,Salaried,606,5,0
3431,2549,108269,15.65,37,934960,Salaried,633,155,1
3432,2549,285239,14.53,37,934960,Salaried,633,137,1
3433,2550,94455,13.13,30,795182,Salaried,681,60,0
3434,2551,104917,16.16,42,507137,Salaried,567,70,0
3435,2552,68654,12.88,35,273060,Salaried,671,10,0
3436,2553,80917,12.55,30,308554,Self-Employed,659,31,0
3437,2554,76436,14.08,43,247557,Salaried,602,5,0
3438,2555,221687,17.53,42,596760,Self-Employed,561,44,0
3439,2555,248962,16.86,42,596760,Self-Employed,561,60,0
3440,2556,66134,13.72,31,859054,Self-Employed,697,42,0
3441,2556,352343,12.01,31,859054,Self-Employed,697,66,0
3442,2556,53845,13.05,31,859054,Self-Employed,697,67,0
3443,2557,160628,15.81,45,404412,Self-Employed,630,9,0
3444,2557,179280,15.46,45,404412,Self-Employed,630,46,0
3445,2557,135885,15.32,45,404412,Self-Employed,630,60,0
3446,2558,79149,11.66,34,363157,Salaried,713,6,0
3447,2559,59844,12.56,34,199806,Salaried,650,60,0
3448,2560,77639,12.38,37,258984,Salaried,684,56,0
3449,2561,97216,12.15,30,449159,Self-Employed,650,78,0
3450,2562,549629,16.6,32,1387907,Salaried,572,6,0
3451,2563,165267,10.2,35,454209,Self-Employed,700,29,0
3452,2564,88906,10.84,48,647705,Self-Employed,701,66,0
3453,2565,92862,14.44,48,449862,Salaried,636,151,1
3454,2566,194737,17.75,34,583452,Salaried,555,9,0
3455,2567,57375,14.26,49,498337,Self-Employed,625,74,0
3456,2567,275746,14.5,49,498337,Self-Employed,625,27,0
3457,2568,66756,11.26,36,444344,Salaried,758,60,0
3458,2569,128796,13.49,39,715450,Self-Employed,677,9,0
3459,2570,324639,17.61,43,857303,Salaried,597,60,0
3460,2570,290077,16.11,43,857303,Salaried,597,77,0
3461,2571,109928,15.68,38,219935,Self-Employed,638,8,0
3462,2571,68190,14.63,38,219935,Self-Employed,638,33,0
3463,2572,52405,10.46,55,237563,Salaried,720,40,0
3464,2572,64173,10.48,55,237563,Salaried,720,54,0
3465,2572,84780,11.4,55,237563,Salaried,720,60,0
3466,2573,182506,12.04,38,696733,Self-Employed,693,54,0
3467,2573,74958,12.91,38,696733,Self-Employed,693,65,0
3468,2574,94153,15.0,26,239626,Salaried,620,45,0
3469,2575,52114,15.2,46,184693,Salaried,618,146,1
3470,2575,62757,15.52,46,184693,Salaried,618,60,0
3471,2576,249738,10.27,33,1227685,Self-Employed,775,69,0
3472,2577,190340,15.47,34,881984,Salaried,621,61,0
3473,2578,118551,10.75,21,465068,Salaried,762,21,0
3474,2579,102202,13.27,44,455155,Self-Employed,682,60,0
3475,2579,93014,12.29,44,455155,Self-Employed,682,64,0
3476,2580,240560,13.96,43,1757653,Salaried,691,68,0
3477,2581,213202,14.83,42,544729,Salaried,619,74,0
3478,2581,182346,15.12,42,544729,Salaried,619,31,0
3479,2582,98236,15.96,44,191340,Salaried,600,71,0
3480,2583,110016,12.12,50,453133,Salaried,698,60,0
3481,2583,105791,12.89,50,453133,Salaried,698,12,0
3482,2584,60180,16.04,36,254849,Self-Employed,552,60,0
3483,2584,172197,16.4,36,254849,Self-Employed,552,141,1
3484,2585,84895,13.82,44,683162,Salaried,672,125,1
3485,2586,80772,12.99,30,275377,Self-Employed,668,67,0
3486,2586,62233,13.74,30,275377,Self-Employed,668,60,0
3487,2586,51797,12.74,30,275377,Self-Employed,668,27,0
3488,2587,103172,15.12,33,195374,Salaried,615,8,0
